obj_name,obj_type,sub_name,sub_type,rel_name,rel_type
水稻,名称,稻苗疫病,疾病名称,水稻病害,病害类型
水稻,名称,烂秧病,疾病名称,水稻病害,病害类型
水稻,名称,霜霉病,疾病名称,水稻病害,病害类型
水稻,名称,白绢病,疾病名称,水稻病害,病害类型
水稻,名称,稻瘟病,疾病名称,水稻病害,病害类型
水稻,名称,胡麻斑病,疾病名称,水稻病害,病害类型
水稻,名称,叶鞘腐败病,疾病名称,水稻病害,病害类型
水稻,名称,紫鞘病,疾病名称,水稻病害,病害类型
水稻,名称,叶鞘网斑病,疾病名称,水稻病害,病害类型
水稻,名称,叶黑肿病,疾病名称,水稻病害,病害类型
水稻,名称,菌核秆腐病,疾病名称,水稻病害,病害类型
水稻,名称,纹枯病,疾病名称,水稻病害,病害类型
水稻,名称,云形病,疾病名称,水稻病害,病害类型
水稻,名称,叶尖枯病,疾病名称,水稻病害,病害类型
水稻,名称,窄条斑病,疾病名称,水稻病害,病害类型
水稻,名称,谷枯病,疾病名称,水稻病害,病害类型
水稻,名称,一柱香病,疾病名称,水稻病害,病害类型
水稻,名称,稻粒黑粉病,疾病名称,水稻病害,病害类型
水稻,名称,稻曲病,疾病名称,水稻病害,病害类型
水稻,名称,白叶枯病,疾病名称,水稻病害,病害类型
水稻,名称,细菌性条斑病,疾病名称,水稻病害,病害类型
水稻,名称,细菌性谷枯病,疾病名称,水稻病害,病害类型
水稻,名称,细菌性基腐病,疾病名称,水稻病害,病害类型
水稻,名称,细菌性褐斑病,疾病名称,水稻病害,病害类型
水稻,名称,细菌性褐条病,疾病名称,水稻病害,病害类型
水稻,名称,黄叶病,疾病名称,水稻病害,病害类型
水稻,名称,条纹叶枯病,疾病名称,水稻病害,病害类型
水稻,名称,齿矮病,疾病名称,水稻病害,病害类型
水稻,名称,矮缩病,疾病名称,水稻病害,病害类型
水稻,名称,东格鲁病毒病,疾病名称,水稻病害,病害类型
水稻,名称,黄萎病,疾病名称,水稻病害,病害类型
水稻,名称,赤枯病,疾病名称,水稻病害,病害类型
水稻,名称,干尖线虫病,疾病名称,水稻病害,病害类型
水稻,名称,根结线虫病,疾病名称,水稻病害,病害类型
水稻,名称,倒伏,疾病名称,水稻病害,病害类型
水稻,名称,低温冷害,疾病名称,水稻病害,病害类型
水稻,名称,高温热害,疾病名称,水稻病害,病害类型
水稻,名称,营养障碍,疾病名称,水稻病害,病害类型
水稻,名称,黑条矮缩病,疾病名称,水稻病害,病害类型
水稻,名称,青枯病,疾病名称,水稻病害,病害类型
水稻,名称,三化螟,疾病名称,水稻害虫,病害类型
水稻,名称,二化螟,疾病名称,水稻害虫,病害类型
水稻,名称,大螟,疾病名称,水稻害虫,病害类型
水稻,名称,稻纵卷叶螟,疾病名称,水稻害虫,病害类型
水稻,名称,显纹纵卷叶螟,疾病名称,水稻害虫,病害类型
水稻,名称,褐边螟,疾病名称,水稻害虫,病害类型
水稻,名称,台湾稻螟,疾病名称,水稻害虫,病害类型
水稻,名称,稻筒水螟,疾病名称,水稻害虫,病害类型
水稻,名称,稻水螟,疾病名称,水稻害虫,病害类型
水稻,名称,稻金翅夜蛾,疾病名称,水稻害虫,病害类型
水稻,名称,稻巢螟,疾病名称,水稻害虫,病害类型
水稻,名称,直纹稻弄蝶,疾病名称,水稻害虫,病害类型
水稻,名称,稻瘿蚊,疾病名称,水稻害虫,病害类型
水稻,名称,稻秆潜蝇,疾病名称,水稻害虫,病害类型
水稻,名称,菲岛毛眼水蝇,疾病名称,水稻害虫,病害类型
水稻,名称,稻潜叶蝇,疾病名称,水稻害虫,病害类型
水稻,名称,稻绿蝽,疾病名称,水稻害虫,病害类型
水稻,名称,大稻缘蝽,疾病名称,水稻害虫,病害类型
水稻,名称,稻棘缘蝽,疾病名称,水稻害虫,病害类型
水稻,名称,长肩棘缘熔和短肩棘缘蝽,疾病名称,水稻害虫,病害类型
水稻,名称,大绿蝽,疾病名称,水稻害虫,病害类型
水稻,名称,稻黑蝽,疾病名称,水稻害虫,病害类型
水稻,名称,稻褐飞虱,疾病名称,水稻害虫,病害类型
水稻,名称,白背飞虱,疾病名称,水稻害虫,病害类型
水稻,名称,灰飞虱,疾病名称,水稻害虫,病害类型
水稻,名称,长绿飞虱,疾病名称,水稻害虫,病害类型
水稻,名称,黑尾叶蝉,疾病名称,水稻害虫,病害类型
水稻,名称,白翅叶蝉,疾病名称,水稻害虫,病害类型
水稻,名称,电光叶蝉,疾病名称,水稻害虫,病害类型
水稻,名称,小绿叶蝉,疾病名称,水稻害虫,病害类型
水稻,名称,稻简管蓟马,疾病名称,水稻害虫,病害类型
水稻,名称,稻直鬃蓟马,疾病名称,水稻害虫,病害类型
水稻,名称,花蓟马,疾病名称,水稻害虫,病害类型
水稻,名称,禾蓟马,疾病名称,水稻害虫,病害类型
水稻,名称,端大蓟马,疾病名称,水稻害虫,病害类型
水稻,名称,田蚜虫,疾病名称,水稻害虫,病害类型
水稻,名称,稻田粘虫,疾病名称,水稻害虫,病害类型
水稻,名称,中华稻蝗,疾病名称,水稻害虫,病害类型
水稻,名称,芋蝗,疾病名称,水稻害虫,病害类型
水稻,名称,稻白粉虱,疾病名称,水稻害虫,病害类型
水稻,名称,稻赤斑沫蝉,疾病名称,水稻害虫,病害类型
水稻,名称,稻眼蝶,疾病名称,水稻害虫,病害类型
水稻,名称,山稻蝗,疾病名称,水稻害虫,病害类型
水稻,名称,稻负泥甲,疾病名称,水稻害虫,病害类型
水稻,名称,稻铁甲虫,疾病名称,水稻害虫,病害类型
水稻,名称,稻象甲,疾病名称,水稻害虫,病害类型
水稻,名称,周斑水虹,疾病名称,水稻害虫,病害类型
水稻,名称,稻水象甲,疾病名称,水稻害虫,病害类型
水稻,名称,长腿水叶甲,疾病名称,水稻害虫,病害类型
水稻,名称,鳃蚯蚓,疾病名称,水稻害虫,病害类型
水稻,名称,稻田棉铃虫,疾病名称,水稻害虫,病害类型
水稻,名称,福寿螺,疾病名称,水稻害虫,病害类型
麦类,名称,条锈病,疾病名称,大麦病害,病害类型
麦类,名称,褐斑病,疾病名称,大麦病害,病害类型
麦类,名称,云纹病,疾病名称,大麦病害,病害类型
麦类,名称,白粉病,疾病名称,大麦病害,病害类型
麦类,名称,散黑穗病,疾病名称,大麦病害,病害类型
麦类,名称,斑点病,疾病名称,大麦病害,病害类型
麦类,名称,网斑病,疾病名称,大麦病害,病害类型
麦类,名称,细菌条斑病,疾病名称,大麦病害,病害类型
麦类,名称,黄花叶病,疾病名称,大麦病害,病害类型
麦类,名称,纹枯病,疾病名称,大麦病害,病害类型
麦类,名称,叶锈病,疾病名称,大麦病害,病害类型
麦类,名称,条纹病,疾病名称,大麦病害,病害类型
麦类,名称,缺素症,疾病名称,大麦病害,病害类型
麦类,名称,坚黑穗病,疾病名称,大麦病害,病害类型
麦类,名称,麦秆蝇,疾病名称,大麦虫害,病害类型
麦类,名称,黑麦秆蝇,疾病名称,大麦虫害,病害类型
麦类,名称,小麦吸浆虫,疾病名称,大麦虫害,病害类型
麦类,名称,粘虫,疾病名称,大麦虫害,病害类型
麦类,名称,秀夜蛾,疾病名称,大麦虫害,病害类型
麦类,名称,麦凹胫跳甲,疾病名称,大麦虫害,病害类型
麦类,名称,麦穗夜峨,疾病名称,大麦虫害,病害类型
麦类,名称,绿翅脊萤叶甲,疾病名称,大麦虫害,病害类型
麦类,名称,麦田斑须蝽,疾病名称,大麦虫害,病害类型
麦类,名称,十四点负泥甲,疾病名称,大麦虫害,病害类型
麦类,名称,玉米蚜,疾病名称,大麦虫害,病害类型
麦类,名称,麦黑斑潜叶蝇,疾病名称,大麦虫害,病害类型
麦类,名称,麦蜘蛛,疾病名称,大麦虫害,病害类型
麦类,名称,小麦叶蝉,疾病名称,大麦虫害,病害类型
麦类,名称,麦茎蜂,疾病名称,大麦虫害,病害类型
麦类,名称,麦田棉铃虫,疾病名称,大麦虫害,病害类型
麦类,名称,麦茎异跗萤叶甲,疾病名称,大麦虫害,病害类型
麦类,名称,甘薯肖叶甲指名亚种,疾病名称,大麦虫害,病害类型
麦类,名称,麦根蝽象,疾病名称,大麦虫害,病害类型
麦类,名称,麦水蝇,疾病名称,大麦虫害,病害类型
麦类,名称,小麦管蓟马,疾病名称,大麦虫害,病害类型
麦类,名称,麦二叉蚜,疾病名称,大麦虫害,病害类型
麦类,名称,麦长管蚜,疾病名称,大麦虫害,病害类型
麦类,名称,黍蚜,疾病名称,大麦虫害,病害类型
麦类,名称,麦双尾蚜,疾病名称,大麦虫害,病害类型
麦类,名称,二星蝽,疾病名称,大麦虫害,病害类型
麦类,名称,麦种蝇,疾病名称,大麦虫害,病害类型
麦类,名称,西北麦蝽,疾病名称,大麦虫害,病害类型
麦类,名称,条锈病,疾病名称,小麦病害,病害类型
麦类,名称,蜜穗病,疾病名称,小麦病害,病害类型
麦类,名称,白粉病,疾病名称,小麦病害,病害类型
麦类,名称,蠕孢叶斑根腐病,疾病名称,小麦病害,病害类型
麦类,名称,炭疽病,疾病名称,小麦病害,病害类型
麦类,名称,梭条斑花叶病毒病,疾病名称,小麦病害,病害类型
麦类,名称,雪霉叶枯病,疾病名称,小麦病害,病害类型
麦类,名称,黄矮病毒病,疾病名称,小麦病害,病害类型
麦类,名称,壳针孢叶枯病,疾病名称,小麦病害,病害类型
麦类,名称,黄斑叶枯病,疾病名称,小麦病害,病害类型
麦类,名称,秆枯病,疾病名称,小麦病害,病害类型
麦类,名称,冻害,疾病名称,小麦病害,病害类型
麦类,名称,全蚀病,疾病名称,小麦病害,病害类型
麦类,名称,越冬死苗,疾病名称,小麦病害,病害类型
麦类,名称,腥黑穗病和矮腥黑穗病,疾病名称,小麦病害,病害类型
麦类,名称,穗发芽,疾病名称,小麦病害,病害类型
麦类,名称,赤霉病,疾病名称,小麦病害,病害类型
麦类,名称,叶锈病,疾病名称,小麦病害,病害类型
麦类,名称,黑颖病,疾病名称,小麦病害,病害类型
麦类,名称,细菌性条斑病,疾病名称,小麦病害,病害类型
麦类,名称,糜疯病,疾病名称,小麦病害,病害类型
麦类,名称,雪腐病,疾病名称,小麦病害,病害类型
麦类,名称,丛矮病,疾病名称,小麦病害,病害类型
麦类,名称,卷曲病,疾病名称,小麦病害,病害类型
麦类,名称,蓝矮病毒病,疾病名称,小麦病害,病害类型
麦类,名称,粒瘿线虫病,疾病名称,小麦病害,病害类型
麦类,名称,干热风害,疾病名称,小麦病害,病害类型
麦类,名称,纹枯病,疾病名称,小麦病害,病害类型
麦类,名称,缺素症,疾病名称,小麦病害,病害类型
麦类,名称,散黑穗病,疾病名称,小麦病害,病害类型
麦类,名称,倒伏,疾病名称,小麦病害,病害类型
麦类,名称,小麦旺长,疾病名称,小麦病害,病害类型
麦类,名称,秆锈病,疾病名称,小麦病害,病害类型
麦类,名称,颖枯病,疾病名称,小麦病害,病害类型
麦类,名称,链格孢叶枯病,疾病名称,小麦病害,病害类型
麦类,名称,黑节病,疾病名称,小麦病害,病害类型
麦类,名称,白秆病,疾病名称,小麦病害,病害类型
麦类,名称,土传花叶病毒病,疾病名称,小麦病害,病害类型
麦类,名称,灰霉病,疾病名称,小麦病害,病害类型
麦类,名称,红矮病毒病,疾病名称,小麦病害,病害类型
麦类,名称,霜霉病,疾病名称,小麦病害,病害类型
麦类,名称,禾谷胞囊线虫病,疾病名称,小麦病害,病害类型
麦类,名称,眼斑病,疾病名称,小麦病害,病害类型
麦类,名称,湿害,疾病名称,小麦病害,病害类型
麦类,名称,（镰刀菌）根腐病,疾病名称,小麦病害,病害类型
麦类,名称,混杂退化,疾病名称,小麦病害,病害类型
麦类,名称,秆黑粉病,疾病名称,小麦病害,病害类型
麦类,名称,麦秆蝇,疾病名称,小麦虫害,病害类型
麦类,名称,黑麦秆蝇,疾病名称,小麦虫害,病害类型
麦类,名称,小麦吸浆虫,疾病名称,小麦虫害,病害类型
麦类,名称,粘虫,疾病名称,小麦虫害,病害类型
麦类,名称,秀夜蛾,疾病名称,小麦虫害,病害类型
麦类,名称,麦凹胫跳甲,疾病名称,小麦虫害,病害类型
麦类,名称,麦穗夜峨,疾病名称,小麦虫害,病害类型
麦类,名称,绿翅脊萤叶甲,疾病名称,小麦虫害,病害类型
麦类,名称,麦种蝇,疾病名称,小麦虫害,病害类型
麦类,名称,小麦鸟害,疾病名称,小麦虫害,病害类型
麦类,名称,玉米蚜,疾病名称,小麦虫害,病害类型
麦类,名称,麦黑斑潜叶蝇,疾病名称,小麦虫害,病害类型
麦类,名称,麦蜘蛛,疾病名称,小麦虫害,病害类型
麦类,名称,小麦叶蝉,疾病名称,小麦虫害,病害类型
麦类,名称,麦茎蜂,疾病名称,小麦虫害,病害类型
麦类,名称,麦田棉铃虫,疾病名称,小麦虫害,病害类型
麦类,名称,麦茎异跗萤叶甲,疾病名称,小麦虫害,病害类型
麦类,名称,甘薯肖叶甲指名亚种,疾病名称,小麦虫害,病害类型
麦类,名称,麦田斑须蝽,疾病名称,小麦虫害,病害类型
麦类,名称,麦根蝽象,疾病名称,小麦虫害,病害类型
麦类,名称,麦水蝇,疾病名称,小麦虫害,病害类型
麦类,名称,小麦管蓟马,疾病名称,小麦虫害,病害类型
麦类,名称,麦二叉蚜,疾病名称,小麦虫害,病害类型
麦类,名称,麦长管蚜,疾病名称,小麦虫害,病害类型
麦类,名称,黍蚜,疾病名称,小麦虫害,病害类型
麦类,名称,麦双尾蚜,疾病名称,小麦虫害,病害类型
麦类,名称,麦茎谷峨,疾病名称,小麦虫害,病害类型
麦类,名称,二星蝽,疾病名称,小麦虫害,病害类型
麦类,名称,西北麦蝽,疾病名称,小麦虫害,病害类型
麦类,名称,十四点负泥甲,疾病名称,小麦虫害,病害类型
麦类,名称,荞麦立枯病,疾病名称,荞麦病害,病害类型
麦类,名称,荞麦白霉病,疾病名称,荞麦病害,病害类型
麦类,名称,荞麦叶斑病,疾病名称,荞麦病害,病害类型
麦类,名称,荞麦黑斑病,疾病名称,荞麦病害,病害类型
麦类,名称,荞麦褐斑病,疾病名称,荞麦病害,病害类型
麦类,名称,荞麦斑枯病,疾病名称,荞麦病害,病害类型
麦类,名称,荞麦钩翅娥,疾病名称,荞麦虫害,病害类型
麦类,名称,叶斑病,疾病名称,燕麦病害,病害类型
麦类,名称,炭疽病,疾病名称,燕麦病害,病害类型
麦类,名称,红叶病,疾病名称,燕麦病害,病害类型
麦类,名称,坚黑穗病,疾病名称,燕麦病害,病害类型
麦类,名称,锈病,疾病名称,燕麦病害,病害类型
麦类,名称,叶枯病,疾病名称,燕麦病害,病害类型
麦类,名称,散黑穗病,疾病名称,燕麦病害,病害类型
麦类,名称,细菌性条斑病,疾病名称,燕麦病害,病害类型
麦类,名称,胞囊线虫病,疾病名称,燕麦病害,病害类型
麦类,名称,麦秆蝇,疾病名称,燕麦虫害,病害类型
麦类,名称,玉米蚜,疾病名称,燕麦虫害,病害类型
麦类,名称,麦水蝇,疾病名称,燕麦虫害,病害类型
麦类,名称,啤酒花病害,疾病名称,其它病害,病害类型
麦类,名称,黑麦麦角病,疾病名称,其它病害,病害类型
麦类,名称,啤酒花霜霉病,疾病名称,其它病害,病害类型
麦类,名称,黑麦秆锈病,疾病名称,其它病害,病害类型
麦类,名称,啤酒花灰霉病,疾病名称,其它病害,病害类型
麦类,名称,黑麦秆蝇,疾病名称,其它虫害,病害类型
麦类,名称,麦黑斑潜叶蝇,疾病名称,其它虫害,病害类型
麦类,名称,麦蜘蛛,疾病名称,其它虫害,病害类型
玉米,名称,玉米病害,疾病名称,玉米病害,病害类型
玉米,名称,圆斑病,疾病名称,玉米病害,病害类型
玉米,名称,干腐病,疾病名称,玉米病害,病害类型
玉米,名称,丝核菌穗腐病,疾病名称,玉米病害,病害类型
玉米,名称,镰刀菌穗粒腐病,疾病名称,玉米病害,病害类型
玉米,名称,赤霉病,疾病名称,玉米病害,病害类型
玉米,名称,枝孢穗腐病,疾病名称,玉米病害,病害类型
玉米,名称,青霉穗腐病,疾病名称,玉米病害,病害类型
玉米,名称,粉红聚端孢穗腐病,疾病名称,玉米病害,病害类型
玉米,名称,色二孢穗腐病,疾病名称,玉米病害,病害类型
玉米,名称,小斑病T小种穗腐病,疾病名称,玉米病害,病害类型
玉米,名称,灰葡萄孢穗腐病,疾病名称,玉米病害,病害类型
玉米,名称,斑枯病,疾病名称,玉米病害,病害类型
玉米,名称,全蚀病,疾病名称,玉米病害,病害类型
玉米,名称,细茵性茎腐病,疾病名称,玉米病害,病害类型
玉米,名称,细菌性条纹病,疾病名称,玉米病害,病害类型
玉米,名称,细菌萎蔫病,疾病名称,玉米病害,病害类型
玉米,名称,条纹矮缩病,疾病名称,玉米病害,病害类型
玉米,名称,矮花叶病毒病,疾病名称,玉米病害,病害类型
玉米,名称,粗缩病,疾病名称,玉米病害,病害类型
玉米,名称,遗传性条纹,疾病名称,玉米病害,病害类型
玉米,名称,线虫病,疾病名称,玉米病害,病害类型
玉米,名称,缺素症,疾病名称,玉米病害,病害类型
玉米,名称,空秆,疾病名称,玉米病害,病害类型
玉米,名称,倒伏,疾病名称,玉米病害,病害类型
玉米,名称,白化苗和黄绿苗,疾病名称,玉米病害,病害类型
玉米,名称,低温障碍,疾病名称,玉米病害,病害类型
玉米,名称,叶鞘紫班病,疾病名称,玉米病害,病害类型
玉米,名称,高温干旱,疾病名称,玉米病害,病害类型
玉米,名称,涝害,疾病名称,玉米病害,病害类型
玉米,名称,药害,疾病名称,玉米病害,病害类型
玉米,名称,空气污染,疾病名称,玉米病害,病害类型
玉米,名称,红叶病,疾病名称,玉米病害,病害类型
玉米,名称,秃尖,疾病名称,玉米病害,病害类型
玉米,名称,雌雄花期不协调,疾病名称,玉米病害,病害类型
玉米,名称,变异穗和双色穗,疾病名称,玉米病害,病害类型
玉米,名称,穗发芽,疾病名称,玉米病害,病害类型
玉米,名称,维稿结实,疾病名称,玉米病害,病害类型
玉米,名称,黑束病,疾病名称,玉米病害,病害类型
玉米,名称,叶斑病,疾病名称,玉米病害,病害类型
玉米,名称,盐酸害,疾病名称,玉米病害,病害类型
玉米,名称,玉米铁甲,疾病名称,玉米虫害,病害类型
玉米,名称,欧洲玉米螟,疾病名称,玉米虫害,病害类型
玉米,名称,玉米田棉铃虫,疾病名称,玉米虫害,病害类型
玉米,名称,玉米蛀茎夜娥,疾病名称,玉米虫害,病害类型
玉米,名称,玉米黄呆蓟马,疾病名称,玉米虫害,病害类型
玉米,名称,玉米田禾蓟马和稻简管蓟马,疾病名称,玉米虫害,病害类型
玉米,名称,玉米叶夜娥,疾病名称,玉米虫害,病害类型
玉米,名称,玉米蚜,疾病名称,玉米虫害,病害类型
玉米,名称,玉米异跗萤叶甲,疾病名称,玉米虫害,病害类型
玉米,名称,亚洲玉米螟,疾病名称,玉米虫害,病害类型
杂粮,名称,苗枯病,疾病名称,高粱病害,病害类型
杂粮,名称,大斑病,疾病名称,高粱病害,病害类型
杂粮,名称,斑点病,疾病名称,高粱病害,病害类型
杂粮,名称,高梁豹纹病,疾病名称,高粱病害,病害类型
杂粮,名称,紫斑病,疾病名称,高粱病害,病害类型
杂粮,名称,炭疽病,疾病名称,高粱病害,病害类型
杂粮,名称,高粱炭疽病,疾病名称,高粱病害,病害类型
杂粮,名称,煤纹病,疾病名称,高粱病害,病害类型
杂粮,名称,紫轮病,疾病名称,高粱病害,病害类型
杂粮,名称,黑束病,疾病名称,高粱病害,病害类型
杂粮,名称,叶点病,疾病名称,高粱病害,病害类型
杂粮,名称,锈病,疾病名称,高粱病害,病害类型
杂粮,名称,立枯病,疾病名称,高粱病害,病害类型
杂粮,名称,纹枯病,疾病名称,高粱病害,病害类型
杂粮,名称,链格孢叶斑病,疾病名称,高粱病害,病害类型
杂粮,名称,球腔菌叶斑病,疾病名称,高粱病害,病害类型
杂粮,名称,炭腐病,疾病名称,高粱病害,病害类型
杂粮,名称,柱黑穗病,疾病名称,高粱病害,病害类型
杂粮,名称,黑葱花霉根腐病,疾病名称,高粱病害,病害类型
杂粮,名称,镶刀菌穗腐病,疾病名称,高粱病害,病害类型
杂粮,名称,弯孢霉穗腐病,疾病名称,高粱病害,病害类型
杂粮,名称,顶腐病,疾病名称,高粱病害,病害类型
杂粮,名称,霜霉病,疾病名称,高粱病害,病害类型
杂粮,名称,细菌性条纹病,疾病名称,高粱病害,病害类型
杂粮,名称,细菌性红条病,疾病名称,高粱病害,病害类型
杂粮,名称,细菌性斑点病,疾病名称,高粱病害,病害类型
杂粮,名称,矮花叶病,疾病名称,高粱病害,病害类型
杂粮,名称,花叶病,疾病名称,高粱病害,病害类型
杂粮,名称,低温冷害,疾病名称,高粱病害,病害类型
杂粮,名称,缺素症,疾病名称,高粱病害,病害类型
杂粮,名称,药害,疾病名称,高粱病害,病害类型
杂粮,名称,病害,疾病名称,高粱病害,病害类型
杂粮,名称,干旱,疾病名称,高粱病害,病害类型
杂粮,名称,散黑穗病,疾病名称,高粱病害,病害类型
杂粮,名称,坚黑粉病,疾病名称,高粱病害,病害类型
杂粮,名称,长粒黑稿病,疾病名称,高粱病害,病害类型
杂粮,名称,花黑粉病,疾病名称,高粱病害,病害类型
杂粮,名称,育霉颖枯病,疾病名称,高粱病害,病害类型
杂粮,名称,丝黑穗病,疾病名称,高粱害虫,病害类型
杂粮,名称,朱砂叶螨,疾病名称,高粱害虫,病害类型
杂粮,名称,谷子负泥甲,疾病名称,高粱害虫,病害类型
杂粮,名称,粟凹胫跳甲,疾病名称,高粱害虫,病害类型
杂粮,名称,高粱蚜,疾病名称,高粱害虫,病害类型
杂粮,名称,黄星蝗,疾病名称,高粱害虫,病害类型
杂粮,名称,高梁穗隐斑螟,疾病名称,高粱害虫,病害类型
杂粮,名称,散居型飞蝗,疾病名称,高粱害虫,病害类型
杂粮,名称,草地螟,疾病名称,高粱害虫,病害类型
杂粮,名称,桃蛀螟,疾病名称,高粱害虫,病害类型
杂粮,名称,东亚飞蝗,疾病名称,高粱害虫,病害类型
杂粮,名称,杂粮田粘虫,疾病名称,高粱害虫,病害类型
杂粮,名称,白脉粘虫,疾病名称,高粱害虫,病害类型
杂粮,名称,粟纵卷叶螟,疾病名称,高粱害虫,病害类型
杂粮,名称,隐纹谷弄蝶,疾病名称,高粱害虫,病害类型
杂粮,名称,条螟,疾病名称,高粱害虫,病害类型
杂粮,名称,高粱舟娥,疾病名称,高粱害虫,病害类型
杂粮,名称,红绿灯峨,疾病名称,高粱害虫,病害类型
杂粮,名称,稀点昌灯峨,疾病名称,高粱害虫,病害类型
杂粮,名称,白昌灯峨,疾病名称,高粱害虫,病害类型
杂粮,名称,麦蛾,疾病名称,高粱害虫,病害类型
杂粮,名称,榆四脉绵蚜,疾病名称,高粱害虫,病害类型
杂粮,名称,柳蓝叶甲,疾病名称,高粱害虫,病害类型
杂粮,名称,黑额光叶甲,疾病名称,高粱害虫,病害类型
杂粮,名称,黄斑长跗萤叶甲,疾病名称,高粱害虫,病害类型
杂粮,名称,灰飞虱,疾病名称,高粱害虫,病害类型
杂粮,名称,东方行军蚁,疾病名称,高粱害虫,病害类型
杂粮,名称,谷鳞斑叶甲,疾病名称,高粱害虫,病害类型
杂粮,名称,黄尾球跳甲,疾病名称,高粱害虫,病害类型
杂粮,名称,高粱芒蝇,疾病名称,高粱害虫,病害类型
杂粮,名称,弯刺黑蝽,疾病名称,高粱害虫,病害类型
杂粮,名称,高梁长蝽象,疾病名称,高粱害虫,病害类型
杂粮,名称,粟缘蝽,疾病名称,高粱害虫,病害类型
杂粮,名称,赤须盲蝽,疾病名称,高粱害虫,病害类型
杂粮,名称,大青叶蝉,疾病名称,高粱害虫,病害类型
杂粮,名称,台湾黄霉娥,疾病名称,高粱害虫,病害类型
杂粮,名称,条沙叶蝉,疾病名称,高粱害虫,病害类型
杂粮,名称,短额负蝗,疾病名称,高粱害虫,病害类型
杂粮,名称,高粱瘿蚊,疾病名称,高粱害虫,病害类型
杂粮,名称,粟秆蝇,疾病名称,高粱害虫,病害类型
杂粮,名称,糜子吸浆虫,疾病名称,高粱害虫,病害类型
杂粮,名称,黍、稷病害,疾病名称,黍稷病害,病害类型
杂粮,名称,黍红叶病,疾病名称,黍稷病害,病害类型
杂粮,名称,立枯病,疾病名称,黍稷病害,病害类型
杂粮,名称,根腐病,疾病名称,黍稷病害,病害类型
杂粮,名称,丝黑穗病,疾病名称,黍稷病害,病害类型
杂粮,名称,灰斑病,疾病名称,黍稷病害,病害类型
杂粮,名称,霉点病,疾病名称,黍稷病害,病害类型
杂粮,名称,纹枯病,疾病名称,黍稷病害,病害类型
杂粮,名称,粟灰螟,疾病名称,黍稷害虫,病害类型
杂粮,名称,粟麦蛾,疾病名称,黍稷害虫,病害类型
杂粮,名称,二斑叶螨,疾病名称,黍稷害虫,病害类型
杂粮,名称,截形叶螨,疾病名称,黍稷害虫,病害类型
杂粮,名称,亮蓟马,疾病名称,黍稷害虫,病害类型
杂粮,名称,双班长朋萤叶甲,疾病名称,黍稷害虫,病害类型
杂粮,名称,白星花金龟,疾病名称,黍稷害虫,病害类型
杂粮,名称,大粟鳃金龟,疾病名称,黍稷害虫,病害类型
豆类,名称,立枯病,疾病名称,蚕豆病害,病害类型
豆类,名称,赤斑病,疾病名称,蚕豆病害,病害类型
豆类,名称,褐斑病,疾病名称,蚕豆病害,病害类型
豆类,名称,轮纹病,疾病名称,蚕豆病害,病害类型
豆类,名称,白粉病,疾病名称,蚕豆病害,病害类型
豆类,名称,锈病,疾病名称,蚕豆病害,病害类型
豆类,名称,疫病,疾病名称,蚕豆病害,病害类型
豆类,名称,根腐病和茎基腐病,疾病名称,蚕豆病害,病害类型
豆类,名称,核盘菌茎腐病,疾病名称,蚕豆病害,病害类型
豆类,名称,镰刀菌萎蔫病,疾病名称,蚕豆病害,病害类型
豆类,名称,茎疫病,疾病名称,蚕豆病害,病害类型
豆类,名称,(BBSV)染色病毒病,疾病名称,蚕豆病害,病害类型
豆类,名称,(BBWV)萎蔫病毒病,疾病名称,蚕豆病害,病害类型
豆类,名称,(BYMV)花叶病,疾病名称,蚕豆病害,病害类型
豆类,名称,油壶菌火肿病,疾病名称,蚕豆病害,病害类型
豆类,名称,基腐病,疾病名称,豌豆病害,病害类型
